parameter,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
0.0,1.0,0.6297232757409748,0.6078100856861919,0.6174903261466256,0.631158118527018,0.6535742634878532,0.6226497531211505,0.6362684286021993,0.6294739074035303
1.0,0.6297232757409748,1.0,0.8713302430116588,0.8190625262708707,0.8169827458184948,0.814056975964802,0.782627377317254,0.8046305265785255,0.800702038291447
2.0,0.6078100856861919,0.8713302430116588,1.0,0.8016565702712841,0.8068774790775687,0.8078845639464578,0.7949765272551987,0.7821822468483487,0.7726318528999853
3.0,0.6174903261466256,0.8190625262708707,0.8016565702712841,1.0,0.8328190825248893,0.8186726238159062,0.8154536851362627,0.8227130328076965,0.8058906110117908
4.0,0.631158118527018,0.816982745818495,0.8068774790775687,0.8328190825248893,1.0,0.8659332459748531,0.8555804907433829,0.8485316284740383,0.8305987939980368
5.0,0.6535742634878532,0.814056975964802,0.8078845639464577,0.8186726238159063,0.8659332459748532,1.0,0.8561418786277457,0.8625472972436404,0.8524775011361374
6.0,0.6226497531211503,0.782627377317254,0.7949765272551989,0.8154536851362627,0.8555804907433829,0.8561418786277458,1.0,0.8706987367433863,0.8561413432446896
7.0,0.6362684286021993,0.8046305265785256,0.7821822468483486,0.8227130328076965,0.8485316284740383,0.8625472972436405,0.8706987367433862,1.0,0.87488615451949
8.0,0.6294739074035303,0.800702038291447,0.7726318528999854,0.8058906110117908,0.8305987939980368,0.8524775011361374,0.8561413432446896,0.87488615451949,1.0
